,Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (SDG),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
4439,SDGB,SDG Indicators,254,French Guyana,6174,Value,PD_AGR_SSFP_M,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4440,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2004,2004,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4441,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2005,2005,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4442,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2006,2006,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4443,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2007,2007,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4444,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2008,2008,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4445,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2009,2009,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4446,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2010,2010,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4447,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2011,2011,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4448,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2012,2012,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4449,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2013,2013,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4450,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4451,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4452,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4453,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2004,2004,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4454,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2005,2005,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4455,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2006,2006,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4456,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2007,2007,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4457,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2008,2008,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4458,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2009,2009,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4459,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2010,2010,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4460,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2011,2011,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4461,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2012,2012,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4462,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2013,2013,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4463,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4464,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4465,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4466,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2004,2004,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4467,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2005,2005,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4468,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2006,2006,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4469,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2007,2007,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4470,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2008,2008,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4471,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2009,2009,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4472,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2010,2010,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4473,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2011,2011,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4474,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2012,2012,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4475,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2013,2013,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4476,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4477,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4478,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4479,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2004,2004,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4480,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2005,2005,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4481,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2006,2006,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4482,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2007,2007,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4483,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2008,2008,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4484,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2009,2009,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4485,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2010,2010,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4486,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2011,2011,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4487,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2012,2012,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4488,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2013,2013,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4489,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4490,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4491,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4492,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2004,2004,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4493,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2005,2005,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4494,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2006,2006,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4495,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2007,2007,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4496,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2008,2008,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4497,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2009,2009,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4498,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2010,2010,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4499,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2011,2011,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4500,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2012,2012,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4501,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2013,2013,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4502,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4503,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4504,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4505,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2004,2004,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4506,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2005,2005,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4507,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2006,2006,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4508,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2007,2007,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4509,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2008,2008,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4510,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2009,2009,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4511,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2010,2010,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4512,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2011,2011,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4513,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2012,2012,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4514,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2013,2013,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4515,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4516,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4517,SDGB,SDG Indicators,254,French Guyana,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
4518,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2005,2005,Number,,,,Global | NA | NaN = A figure was not provided | Data nature not available
4519,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2010,2010,Number,,,,Global | NA | NaN = A figure was not provided | Data nature not available
4520,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2012,2012,Number,,,,Global | NA | NaN = A figure was not provided | Data nature not available
4521,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2014,2014,Number,,,,Global | NA | NaN = A figure was not provided | Data nature not available
4522,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2016,2016,Number,,,,Global | NA | NaN = A figure was not provided | Data nature not available
4523,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2017,2017,Number,,,,Global | NA | NaN = A figure was not provided | Data nature not available
4524,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2018,2018,Number,,,,Global | NA | NaN = A figure was not provided | Data nature not available
4525,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2019,2019,Number,,,,Global | NA | NaN = A figure was not provided | Data nature not available
4526,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2020,2020,Number,,,,Global | NA | NaN = A figure was not provided | Data nature not available
4527,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2003,2003,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4528,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2004,2004,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4529,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2005,2005,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4530,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2006,2006,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4531,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2007,2007,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4532,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2008,2008,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4533,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2009,2009,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4534,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2010,2010,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4535,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2011,2011,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4536,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2012,2012,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4537,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2013,2013,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4538,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2014,2014,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4539,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2015,2015,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4540,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2016,2016,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4541,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2017,2017,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4542,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2018,2018,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4543,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2019,2019,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4544,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2020,2020,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4545,SDGB,SDG Indicators,254,French Guyana,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2021,2021,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 1 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
