,Ámbito,Código área (ISO3),Área,Elemento,Producto,Año,Unidad,Valor,Nota
4630,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2010,Número,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4631,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2011,Número,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4632,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2012,Número,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4633,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2013,Número,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4634,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2014,Número,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4635,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2015,Número,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4636,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2016,Número,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4637,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2017,Número,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4638,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2018,Número,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4639,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2019,Número,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4640,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2020,Número,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4641,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2021,Número,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4642,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2022,Número,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4643,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2008,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4644,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2009,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4645,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2010,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4646,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2011,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4647,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2012,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4648,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2013,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4649,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2014,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4650,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2015,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4651,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2016,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4652,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2017,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4653,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2018,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4654,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2019,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4655,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2020,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4656,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2021,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4657,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2022,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4658,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture share of Government Expenditure (%),2008,%,,| NaN = A figure was not provided | Data nature not available
4659,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture share of Government Expenditure (%),2009,%,,| NaN = A figure was not provided | Data nature not available
4660,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture share of Government Expenditure (%),2010,%,,| NaN = A figure was not provided | Data nature not available
4661,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture share of Government Expenditure (%),2011,%,,| NaN = A figure was not provided | Data nature not available
4662,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture share of Government Expenditure (%),2012,%,,| NaN = A figure was not provided | Data nature not available
4663,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture share of Government Expenditure (%),2013,%,,| NaN = A figure was not provided | Data nature not available
4664,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture share of Government Expenditure (%),2014,%,,| NaN = A figure was not provided | Data nature not available
4665,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture share of Government Expenditure (%),2015,%,,| NaN = A figure was not provided | Data nature not available
4666,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture share of Government Expenditure (%),2016,%,,| NaN = A figure was not provided | Data nature not available
4667,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture share of Government Expenditure (%),2017,%,,| NaN = A figure was not provided | Data nature not available
4668,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture share of Government Expenditure (%),2018,%,,| NaN = A figure was not provided | Data nature not available
4669,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture share of Government Expenditure (%),2019,%,,| NaN = A figure was not provided | Data nature not available
4670,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture share of Government Expenditure (%),2020,%,,| NaN = A figure was not provided | Data nature not available
4671,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture value added share of GDP (%),2008,%,,| NaN = A figure was not provided for footnote  | Data nature not available
4672,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture value added share of GDP (%),2009,%,,| NaN = A figure was not provided for footnote  | Data nature not available
4673,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture value added share of GDP (%),2010,%,,| NaN = A figure was not provided for footnote  | Data nature not available
4674,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture value added share of GDP (%),2011,%,,| NaN = A figure was not provided for footnote  | Data nature not available
4675,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture value added share of GDP (%),2012,%,,| NaN = A figure was not provided for footnote  | Data nature not available
4676,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture value added share of GDP (%),2013,%,,| NaN = A figure was not provided for footnote  | Data nature not available
4677,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture value added share of GDP (%),2014,%,,| NaN = A figure was not provided for footnote  | Data nature not available
4678,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture value added share of GDP (%),2015,%,,| NaN = A figure was not provided for footnote  | Data nature not available
4679,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture value added share of GDP (%),2016,%,,| NaN = A figure was not provided for footnote  | Data nature not available
4680,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture value added share of GDP (%),2017,%,,| NaN = A figure was not provided for footnote  | Data nature not available
4681,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture value added share of GDP (%),2018,%,,| NaN = A figure was not provided for footnote  | Data nature not available
4682,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture value added share of GDP (%),2019,%,,| NaN = A figure was not provided for footnote  | Data nature not available
4683,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture value added share of GDP (%),2020,%,,| NaN = A figure was not provided for footnote  | Data nature not available
4684,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture orientation index for government expenditures,2008,índice,,| NaN = A figure was not provided | Data nature not available
4685,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture orientation index for government expenditures,2009,índice,,| NaN = A figure was not provided | Data nature not available
4686,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture orientation index for government expenditures,2010,índice,,| NaN = A figure was not provided | Data nature not available
4687,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture orientation index for government expenditures,2011,índice,,| NaN = A figure was not provided | Data nature not available
4688,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture orientation index for government expenditures,2012,índice,,| NaN = A figure was not provided | Data nature not available
4689,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture orientation index for government expenditures,2013,índice,,| NaN = A figure was not provided | Data nature not available
4690,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture orientation index for government expenditures,2014,índice,,| NaN = A figure was not provided | Data nature not available
4691,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture orientation index for government expenditures,2015,índice,,| NaN = A figure was not provided | Data nature not available
4692,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture orientation index for government expenditures,2016,índice,,| NaN = A figure was not provided | Data nature not available
4693,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture orientation index for government expenditures,2017,índice,,| NaN = A figure was not provided | Data nature not available
4694,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture orientation index for government expenditures,2018,índice,,| NaN = A figure was not provided | Data nature not available
4695,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture orientation index for government expenditures,2019,índice,,| NaN = A figure was not provided | Data nature not available
4696,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,2.a.1 Agriculture orientation index for government expenditures,2020,índice,,| NaN = A figure was not provided | Data nature not available
4697,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2015,índice,,Global | NaN = A figure was not provided | Data nature not available
4698,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2016,índice,,Global | NaN = A figure was not provided | Data nature not available
4699,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2017,índice,,Global | NaN = A figure was not provided | Data nature not available
4700,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2018,índice,,Global | NaN = A figure was not provided | Data nature not available
4701,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2019,índice,,Global | NaN = A figure was not provided | Data nature not available
4702,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2020,índice,,Global | NaN = A figure was not provided | Data nature not available
4703,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2021,índice,,Global | NaN = A figure was not provided | Data nature not available
4704,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2015,índice,,Global | NaN = A figure was not provided | Data nature not available
4705,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2016,índice,,Global | NaN = A figure was not provided | Data nature not available
4706,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2017,índice,,Global | NaN = A figure was not provided | Data nature not available
4707,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2018,índice,,Global | NaN = A figure was not provided | Data nature not available
4708,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2019,índice,,Global | NaN = A figure was not provided | Data nature not available
4709,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2020,índice,,Global | NaN = A figure was not provided | Data nature not available
4710,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2021,índice,,Global | NaN = A figure was not provided | Data nature not available
4711,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2015,índice,,Global | NaN = A figure was not provided | Data nature not available
4712,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2016,índice,,Global | NaN = A figure was not provided | Data nature not available
4713,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2017,índice,,Global | NaN = A figure was not provided | Data nature not available
4714,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2018,índice,,Global | NaN = A figure was not provided | Data nature not available
4715,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2019,índice,,Global | NaN = A figure was not provided | Data nature not available
4716,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2020,índice,,Global | NaN = A figure was not provided | Data nature not available
4717,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2021,índice,,Global | NaN = A figure was not provided | Data nature not available
4718,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2015,índice,,Global | NaN = A figure was not provided | Data nature not available
4719,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2016,índice,,Global | NaN = A figure was not provided | Data nature not available
4720,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2017,índice,,Global | NaN = A figure was not provided | Data nature not available
4721,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2018,índice,,Global | NaN = A figure was not provided | Data nature not available
4722,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2019,índice,,Global | NaN = A figure was not provided | Data nature not available
4723,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2020,índice,,Global | NaN = A figure was not provided | Data nature not available
4724,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2021,índice,,Global | NaN = A figure was not provided | Data nature not available
4725,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2015,índice,,Global | NaN = A figure was not provided | Data nature not available
4726,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2016,índice,,Global | NaN = A figure was not provided | Data nature not available
4727,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2017,índice,,Global | NaN = A figure was not provided | Data nature not available
4728,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2018,índice,,Global | NaN = A figure was not provided | Data nature not available
4729,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2019,índice,,Global | NaN = A figure was not provided | Data nature not available
4730,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2020,índice,,Global | NaN = A figure was not provided | Data nature not available
4731,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2021,índice,,Global | NaN = A figure was not provided | Data nature not available
4732,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2010,índice,,Global | NaN = A figure was not provided | Data nature not available
4733,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2011,índice,,Global | NaN = A figure was not provided | Data nature not available
4734,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2012,índice,,Global | NaN = A figure was not provided | Data nature not available
4735,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2013,índice,,Global | NaN = A figure was not provided | Data nature not available
4736,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2014,índice,,Global | NaN = A figure was not provided | Data nature not available
4737,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2015,índice,,Global | NaN = A figure was not provided | Data nature not available
4738,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2016,índice,,Global | NaN = A figure was not provided | Data nature not available
4739,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2017,índice,,Global | NaN = A figure was not provided | Data nature not available
4740,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2018,índice,,Global | NaN = A figure was not provided | Data nature not available
4741,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2019,índice,,Global | NaN = A figure was not provided | Data nature not available
4742,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2020,índice,,Global | NaN = A figure was not provided | Data nature not available
4743,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2021,índice,,Global | NaN = A figure was not provided | Data nature not available
4744,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"5.a.1(a) Percentage of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex",2015,%,,National | NaN = A figure was not provided  |
4745,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"5.a.1(b) Share of women among owners or rights-bearers of agricultural land, by type of tenure",2015,%,,National | NaN = A figure was not provided
4746,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,5.a.2 Degree to which the legal framework (including customary law) guarantees women’s equal rights to land ownership and/or control (1=No evidence to 6=Highest levels of guarantees),2019,Score,,Global | NaN = A figure was not provided | Data nature not available
4747,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,5.a.2 Degree to which the legal framework (including customary law) guarantees women’s equal rights to land ownership and/or control (1=No evidence to 6=Highest levels of guarantees),2020,Score,,Global | NaN = A figure was not provided | Data nature not available
4748,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2008,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4749,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2009,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4750,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2010,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4751,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2011,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4752,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2012,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4753,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2013,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
