,Domain,Area,Element Code,Item,Year,Unit,Value,Note
3906,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2004,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3907,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2005,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3908,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2006,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3909,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2007,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3910,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2008,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3911,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2009,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3912,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2010,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3913,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2011,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3914,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2012,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3915,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2013,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3916,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2014,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3917,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2015,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3918,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2016,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3919,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2004,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3920,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2005,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3921,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2006,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3922,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2007,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3923,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2008,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3924,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2009,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3925,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2010,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3926,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2011,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3927,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2012,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3928,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2013,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3929,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2014,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3930,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2015,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3931,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2016,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3932,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2004,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3933,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2005,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3934,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2006,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3935,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2007,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3936,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2008,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3937,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2009,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3938,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2010,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3939,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2011,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3940,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2012,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3941,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2013,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3942,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2014,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3943,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2015,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3944,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2016,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3945,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2004,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3946,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2005,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3947,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2006,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3948,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2007,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3949,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2008,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3950,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2009,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3951,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2010,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3952,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2011,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3953,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2012,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3954,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2013,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3955,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2014,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3956,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2015,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3957,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2016,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3958,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2004,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3959,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2005,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3960,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2006,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3961,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2007,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3962,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2008,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3963,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2009,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3964,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2010,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3965,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2011,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3966,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2012,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3967,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2013,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3968,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2014,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3969,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2015,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3970,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2016,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3971,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2004,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3972,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2005,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3973,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2006,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3974,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2007,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3975,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2008,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3976,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2009,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3977,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2010,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3978,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2011,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3979,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2012,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3980,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2013,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3981,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2014,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3982,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2015,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3983,SDG Indicators,Falkland Islands (Malvinas),6174,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2016,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
3984,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.a Plant genetic resources accessions stored ex situ (number),2005,Number,,Global | NA | NaN = A figure was not provided | Data nature not available
3985,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.a Plant genetic resources accessions stored ex situ (number),2010,Number,,Global | NA | NaN = A figure was not provided | Data nature not available
3986,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.a Plant genetic resources accessions stored ex situ (number),2012,Number,,Global | NA | NaN = A figure was not provided | Data nature not available
3987,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.a Plant genetic resources accessions stored ex situ (number),2014,Number,,Global | NA | NaN = A figure was not provided | Data nature not available
3988,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.a Plant genetic resources accessions stored ex situ (number),2016,Number,,Global | NA | NaN = A figure was not provided | Data nature not available
3989,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.a Plant genetic resources accessions stored ex situ (number),2017,Number,,Global | NA | NaN = A figure was not provided | Data nature not available
3990,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.a Plant genetic resources accessions stored ex situ (number),2018,Number,,Global | NA | NaN = A figure was not provided | Data nature not available
3991,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.a Plant genetic resources accessions stored ex situ (number),2019,Number,,Global | NA | NaN = A figure was not provided | Data nature not available
3992,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.a Plant genetic resources accessions stored ex situ (number),2020,Number,,Global | NA | NaN = A figure was not provided | Data nature not available
3993,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2003,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
3994,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2004,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
3995,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2005,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
3996,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2006,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
3997,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2007,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
3998,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2008,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
3999,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2009,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4000,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2010,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4001,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2011,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4002,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2012,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4003,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2013,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4004,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2014,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4005,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2015,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4006,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2016,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4007,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2017,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4008,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2018,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4009,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2019,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4010,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2020,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4011,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2021,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4012,SDG Indicators,Falkland Islands (Malvinas),6173,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2022,Number,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
4013,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2003,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4014,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2004,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4015,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2005,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4016,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2006,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4017,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2007,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4018,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2008,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4019,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2009,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4020,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2010,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4021,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2011,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4022,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2012,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4023,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2013,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4024,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2014,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4025,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2015,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4026,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2016,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4027,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2017,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4028,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2018,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4029,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2019,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
4030,SDG Indicators,Falkland Islands (Malvinas),6121,2.5.2 Proportion of local breeds classified as being at risk of extinction (%),2020,%,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 3 local breeds, 100% are of unknown status | Data nature not available"
